_id,ID,ADDRESS_INFO,NAME,CATEGORY,PHONE,EMAIL,WEBSITE,GEOID,RECEIVED_DATA_DATE,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LONGITUDE,LATITUDE,OBJECTID,MI_PRINX,ATTRACTION_LEVEL,ATTRACTION_DESC,IMAGE_NAME,MAP_ACCESS,geometry
51,51,Located on Toronto Island - take ferry from 9 Queen's Quay West to Centre Island,Gibraltar Point Beach,Nature/ Park,311,,app.toronto.ca/tpha/beach/4.html,8133458.0,,8133458.0,443.0,Lakeshore Ave,443 Lakeshore Ave,M5J 2W2,former TORONTO,Toronto,,115001.0,30096919.0,443.0,,,,3802.0,,,,,51,4230440.0,3,"Surrounded by eastern cottonwood trees, the Gibraltar Point Beach is located on the southwest shore of Toronto Island Park. The Gibraltar Point Centre for the Arts is walking distance from the beach.",GibraltorPointBeach.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3836808748, 43.6130889476)}"
52,52,,Gibson House Museum,Museum,416-395-7432,,www1.toronto.ca/wps/portal/contentonly?vgnextoid,7131356.0,,7131356.0,5172.0,Yonge St,5172 Yonge St,M2N 5P6,NORTH YORK,Toronto,Gibson House - Building Grounds,107008.0,7131350.0,5172.0,,,,4733.0,,,,,52,3838012.0,3,"Operated  by the City of Toronto, the Gibson House is a museum where visitors experience an exquisite farmhouse and learn more about the rural development of the area.",GibsonHouseMuseum.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.4146669395, 43.7696861503)}"
53,53,,Glen Rouge Campground,Nature/ Park,416-661-6600,,www.rougepark.com/explore/interest/campground.php,10223028.0,,10223028.0,7450.0,Kingston Rd,7450 Kingston Rd,M1B 0B7,SCARBOROUGH,Toronto,Glen Rouge Campground,106001.0,30019302.0,7450.0,,,,3786.0,,,,,53,3838129.0,4,"Toronto's only campground, the Glen Rouge is surrounded by luscious forests and meadows. The campground implements seasonal full-service camping.",Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.1373496223, 43.8048496348)}"
54,54,,Glenn Gould Studio,Performing Arts,416-205-5000,,www.music.cbc.ca/glenngould/concerts,10598280.0,,10598280.0,250.0,Front St W,250 Front St W,M5V 3G5,former TORONTO,Toronto,,115001.0,10598276.0,250.0,,,,3472.0,,,,,54,2650427.0,3,"Located on the main floor of the Canadian Broadcasting Centre,  the Glenn Gould Studio is a much-celebrated venue for its state of the art recording facilities and acoustics.",Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3877032026, 43.6444179128)}"
55,55,,Guild Park and Gardens (formely known as Guildwood Park),Nature/ Park,416-392-2489,,www1.toronto.ca/parks/prd/facilities/complex/406,6620192.0,,6620192.0,201.0,Guildwood Pkwy,201 Guildwood Pkwy,M1E 1P5,SCARBOROUGH,Toronto,Guildwood Park,115001.0,30090074.0,201.0,,,,8047.0,,,,,55,4173415.0,4,"A sculptural alluring park and garden, the Guild Park and Gardens is rich in local history and a must-see for locals and visitors alike.",Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.1916662878, 43.7477160629)}"
56,146,,Toronto Coach Terminal,Transportation,311,,torontocoachterminal.com/,7792271.0,,7792271.0,610.0,Bay St,610 Bay St,M5G 1M5,former TORONTO,Toronto,,115001.0,7792266.0,610.0,,,,2962.0,,,,,146,2164073.0,2,The Toronto Coach Terminal provides travellers with bus service to various cities in North America.,Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3844290845, 43.6561740361)}"
57,56,Approximate address - Located on Toronto Island - take ferry from 9 Queen's Quay West to Hanlan's Point,Hanlan's Point Beach,Nature/ Park,416-392-8196,,app.toronto.ca/tpha/beach/3.html,8133591.0,,8133591.0,695.0,Lakeshore Ave,695 Lakeshore Ave,,former TORONTO,Toronto,,115001.0,30056595.0,695.0,,,,3802.0,,,,,56,3363008.0,3,"Situated on the west shore of Toronto Island Park, this beach is Toronto's only clothing optional beach.",HanlansPointBeach.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3912400131, 43.6192978864)}"
58,57,,Harbourfront Centre,Performing Arts,416-973-4000,,www.harbourfrontcentre.com,11226853.0,,11226853.0,235.0,Queens Quay W,235 Queens Quay W,M5J 2G8,former TORONTO,Toronto,,115001.0,14134888.0,235.0,,,,4244.0,,,,,57,1995833.0,1,"Popular 10-acre lakeside cultural site offers an eclectic blend of year-round arts, culture and recreation such as concerts, skating, music festivals and dance.",HarbourfrontCentre.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3831053215, 43.6392318608)}"
59,58,,Hart House Theatre,Performing Arts,416-978-8849,,www.harthouse.ca,8128861.0,,8128861.0,7.0,Hart House Crcl,7 Hart House Crcl,M5S 3H3,former TORONTO,Toronto,Hart House,102008.0,8128860.0,7.0,,,,9333.0,,,,,58,2984413.0,4,"A point of interest in the University of Toronto community, the Hart House Theatre and it's students produce an array of drama, dance, film, and music.",,N,"{u'type': u'Point', u'coordinates': (-79.3945637801, 43.6637119911)}"
60,59,,High Park,Nature/ Park,416-338-0338,,www.highparktoronto.com,10250060.0,,10250060.0,1873.0,Bloor St W,1873 Bloor St W,,former TORONTO,Toronto,High Park,106001.0,10250061.0,1873.0,,,,458.0,,,,,59,3837548.0,2,"High Park is one of Torontos largest parks, and attracts visitors each spring for the blooming of its famous cherry blossoms. It also contains attractions and amenities such as recreational programs, a local zoo, a unique playground and a pond.",HighPark.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.4640866825, 43.6535695616)}"
61,60,,Historic Zion Schoolhouse,Museum,416-395-7435,,www1.toronto.ca/wps/portal/contentonly?vgnextoid,14070727.0,,14070727.0,1091.0,Finch Ave E,1091 Finch Ave E,M2J 2X3,NORTH YORK,Toronto,Historic Zion Schoolhouse - Building Grounds,107008.0,436952.0,1091.0,,,,5589.0,,,,,60,4061863.0,5,"Built in 1869, the Historic Zion Schoolhouse has been restored to emulate schooling as it once was in the farming  district of L'Amaroux",ZionSchoolHouse.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3634074026, 43.7903651548)}"
62,61,,Hockey Hall of Fame,Attraction,416-360-7765,,www.hhof.com,8676865.0,,8676865.0,30.0,Yonge St,30 Yonge St,M5E 1X8,former TORONTO,Toronto,,115001.0,8676863.0,30.0,,,,4733.0,,,,,61,1981812.0,1,"Unique to Toronto, and featuring the Stanley Cup, interactive exhibits, shows, and the finest collection of hockey artifacts in the world.",HHOF.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3773835215, 43.6471138408)}"
63,62,,HTO Park,Nature/ Park,416-392-8188,,www1.toronto.ca/wps/portal/contentonly?vgnextoid,14069050.0,,14069050.0,339.0,Queens Quay W,339 Queens Quay W,M5V 1A2,former TORONTO,Toronto,"Hto Park,Maple Leaf Quay",103005.0,10223459.0,339.0,,,,4244.0,,,,,62,4061713.0,3,"Facing the inner harbour with Toronto Island Park in clear viewing,  HTO Park includes an urban beach which is decorated with yellow umbrellas and Muskoka chairs.",HTOPark.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3886130164, 43.6376903109)}"
64,63,,Hudson's Bay,Landmark,1-800-521-2364,,www.thebay.com,8677040.0,,8677040.0,176.0,Yonge St,176 Yonge St,M5C 2L7,former TORONTO,Toronto,,115001.0,8676918.0,176.0,,,,4733.0,,,,,63,2103897.0,2,"Famously known as being North America's oldest company, the Hudson Bay is a chain of department stores  that operate throughout the country.",HudsonBay.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3802972397, 43.6517427018)}"
65,64,,Humber Arboretum,Nature/ Park,416-675-5009,,www.humberarboretum.on.ca/sites/pages/index1.html,12387605.0,,12387605.0,205.0,Humber College Blvd,205 Humber College Blvd,M9W 5L7,ETOBICOKE,Toronto,Humber College Athletic Centre,102006.0,20232386.0,205.0,,,,1827.0,,,,,64,3212518.0,4,"Located nearby the West Humber River Valley, the Humber Arboretum offers trails through environmentally-rich areas like forests, and wetlands.",Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.6068398627, 43.7291665492)}"
66,65,,Humber Bay Park ( Humber Bay Butterfly Habitat),Nature/ Park,311,,www1.toronto.ca/parks/prd/facilities/complex/1074,11272401.0,,11272401.0,100.0,Humber Bay Park Rd W,100 Humber Bay Park Rd W,M8V 3X7,ETOBICOKE,Toronto,Humber Bay Park East,106008.0,30040668.0,100.0,,,,10882.0,,,,,65,4063710.0,4,"Located at a waterfront park at the mouth of Mimico Creek, the Humber Bay Butterfly Habitat is focused on providing habitat for an array of native butterfly species.",Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.4810845355, 43.6187788611)}"
67,66,,INFOTOGO Tourist Info Trailer - Ferry Terminal,Visitor Information,311,,,8676757.0,,8676757.0,9.0,Queens Quay W,9 Queens Quay W,M5J 2H3,former TORONTO,Toronto,,108008.0,14678340.0,9.0,,,,4244.0,,,,,66,2756535.0,1,Seasonal tourist information trailer located near the Jack Layton Ferry Terminal.,Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3750914416, 43.6404411816)}"
68,67,,INFOTOGO Tourist Info Trailer - Nathan Phillips Square,Visitor Information,311,,,856375.0,,856375.0,100.0,Queen St W,100 Queen St W,M5H 2N1,former TORONTO,Toronto,Nathan Phillips Square,104001.0,1145216.0,100.0,,,,4238.0,,,,,67,3838404.0,1,Seasonal tourist information trailer located at the south-east corner of Nathan Phillips Square.,Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3836250552, 43.6528221423)}"
69,68,,INFOTOGO Tourist Info Trailer - Roundhouse Park,Visitor Information,311,,,14172191.0,,14172191.0,255.0,Bremner Blvd,255 Bremner Blvd,M5V 3M9,former TORONTO,Toronto,Roundhouse Park,115001.0,13975104.0,255.0,,,,11078.0,,,,,68,3836923.0,1,"Seasonal tourist information trailer located across from the CN Tower, on Roundhouse Park.",Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.385566849, 43.6416921051)}"
70,69,,Isabel Bader Theatre,Performing Arts,416-585-4498,,www.theisabel.ca,20169543.0,,20169543.0,93.0,Charles St W,93 Charles St W,M5S 1K5,former TORONTO,Toronto,,102008.0,12631071.0,93.0,,,,3146.0,,,,,69,2862495.0,4,"Located at the University of Toronto, this multi-purpose venue seats 500 patrons whether it be for a lecture, workshop, or a theatrical production.",,N,"{u'type': u'Point', u'coordinates': (-79.3924187949, 43.6672986005)}"
71,70,,Jack Layton Ferry Terminal,Transportation,416-392-8193,,www1.toronto.ca/wps/portal/contentonly?vgnextoid,8676757.0,,8676757.0,9.0,Queens Quay W,9 Queens Quay W,M5J 2H3,former TORONTO,Toronto,,108008.0,14678340.0,9.0,,,,4244.0,,,,,70,2756535.0,1,"Located at the foot of Bay Street and Queens Quay West, the  Jack Layton Ferry Terminal acts as a commuting point to and from the Toronto Island Park with frequent ferry service.",JackLaytonFerryTerminal.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3750914416, 43.6404411816)}"
72,71,,James Garden Park,Garden / Conservatory,311,,www1.toronto.ca/parks/prd/facilities/complex/3,998509.0,,998509.0,61.0,Edgehill Rd,61 Edgehill Rd,M9A 4N1,ETOBICOKE,Toronto,Scarlett Mills Park,106005.0,909949.0,61.0,,,,1524.0,,,,,71,2331546.0,5,"Former estate gardens located in Toronto's west end that include rare trees, spring-fed pools, and other seasonal displays.",,N,"{u'type': u'Point', u'coordinates': (-79.5166972355, 43.6706917559)}"
73,72,,Japan Foundation,Museum,416-966-1600,,www.jftor.org,8535820.0,,8535820.0,2.0,Bloor St E,2 Bloor St E,M4W 1A8,former TORONTO,Toronto,,107010.0,30018013.0,2.0,,,,3020.0,,,,,72,3005179.0,4,A cultural establishment aiming towards effective development of its international cultural exchange programs in Japanese arts and cultural exchange.,,N,"{u'type': u'Point', u'coordinates': (-79.3855514828, 43.6707192601)}"
74,73,Located inside Beaches Park,Kew Balmy Beach,Nature/ Park,311,,app.toronto.ca/tpha/beach/9.html,7683571.0,,7683571.0,2075.0,Queen St E,2075 Queen St E,M4L 1J1,former TORONTO,Toronto,Kew Gardens,106001.0,7683563.0,2075.0,,,,4237.0,,,,,73,3835122.0,3,"Located at the foot of Bay Street and Queens Quay West, the  Jack Layton Ferry Terminal acts as a commuting point to and from the Toronto Island Park with frequent ferry service.",KewBalmyBeach.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.2992926039, 43.6699895676)}"
75,74,,Kew Gardens Park,Nature/ Park,311,,www.kew.org/visit-kew-gardens,7683571.0,,7683571.0,2075.0,Queen St E,2075 Queen St E,M4L 1J1,former TORONTO,Toronto,Kew Gardens,106001.0,7683563.0,2075.0,,,,4237.0,,,,,74,3835122.0,3,"Located in The Beaches, Kew Gardens act as one of Toronto's most popular picnic grounds while having access to the boardwalk on the lakeshore.",Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.2992926039, 43.6699895676)}"
76,75,,Koerner Hall (at the Telus Centre for Performance and Learning),Performing Arts,416-408-0208,,www.performance.rcmusic.ca,772768.0,,772768.0,273.0,Bloor St W,273 Bloor St W,M5S 1W2,former TORONTO,Toronto,,102007.0,8408552.0,273.0,,,,458.0,,,,,75,3829169.0,2,"Koerner Hall is a 1,135 seat venue to provide excellent acoustic sounds for all genres of music in its ""shoebox"" designed venue.",KoernerHall.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3960588162, 43.6678563063)}"
77,76,,Lower Ossington Theatre,Performing Arts,416-915-6747,,www.lowerossingtontheatre.com,14225628.0,,14225628.0,100.0,Ossington Ave,100 Ossington Ave,M6J 2Z4,former TORONTO,Toronto,,115001.0,10558391.0,100.0,,,,4125.0,,,,,76,1525753.0,3,"A theatrical hub for downtown Toronto's west end, the Lower Ossington Theatre is home to special presentations, rehearsals, and classes.",Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.4199076611, 43.6463614755)}"
78,77,,Mackenzie House,Museum,416-392-6915,,www1.toronto.ca/wps/portal/contentonly?vgnextoid,773899.0,,773899.0,82.0,Bond St,82 Bond St,M5B 1X2,former TORONTO,Toronto,Mackenzie House - Building Grounds,107008.0,1144656.0,82.0,,,,3029.0,,,,,77,3838139.0,3,"Mackenzie House is the restored home of William Lyon Mackenzie, Toronto's first Mayor. It is one of 10 museums operated by the City of Toronto.",MackenzieHouse.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3784543937, 43.6556805604)}"
79,78,,Marie Curtis Park East Beach,Nature/ Park,311,,app.toronto.ca/tpha/beach/1.html,14077509.0,,14077509.0,2.0,Forty Second St,2 Forty Second St,,ETOBICOKE,Toronto,Marie Curtis Park,106001.0,914923.0,2.0,,,,1631.0,,,,,78,1725205.0,4,Located at the mouth of Etobicoke Creek near the foot of Forty-Second Street. Most users of this beach come from the bordering Long Branch community.,Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.5420784935, 43.5867615666)}"
80,79,,Massey Hall,Performing Arts,416-872-4255,,www.masseyhall.com,7642517.0,,7642517.0,178.0,Victoria St,178 Victoria St,M5B 1T7,former TORONTO,Toronto,Massey Hall,107010.0,7642502.0,178.0,,,,9790.0,,,,,79,3323556.0,1,"Declared a heritage building in  the 1970s, this live events venue acts as a performance venue for various artists.",MasseyHall.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.378770179, 43.6538168774)}"
81,80,,Mattamy Athletic Centre,Sports / Entertainment Venue,416-979-5339,,www.mattamyathleticcentre.ca/,30018522.0,,30018522.0,50.0,Carlton St,50 Carlton St,M5B 1J2,former TORONTO,Toronto,Ryerson University,102008.0,14023522.0,50.0,,,,3116.0,,,,,80,3326694.0,3,"Mattamy Athletic Centre is located within Maple Leafs Garden and is home to the Ryerson Ram's basketball, hockey and volleyball teams.",Mattamy.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3803140957, 43.661819191)}"
82,81,,Medieval Times Dinner and Tournament,Performing Arts,1-866-543-9637,,www.medievaltimes.com,13497566.0,,13497566.0,10.0,Dufferin St,10 Dufferin St,M6K 3C3,former TORONTO,Toronto,"CNE Arts, Crafts & Hobbies",107007.0,20231260.0,10.0,,,,557.0,,,,,81,1724342.0,2,"A family dinner theatre featuring staged medieval-style games, sword-fighting, and jousting performed by a cast of actors and horses.",MedievalTimes.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.4255063761, 43.6326972354)}"
83,82,,Metro Toronto Convention Centre,Convention & Trade Centres,416-585-8000,,www.mtccc.com,13977191.0,,13977191.0,222.0,Bremner Blvd,222 Bremner Blvd,M5V 3L9,former TORONTO,Toronto,"Olympic Park,Olympic Gardens",107002.0,13975104.0,222.0,,,,11078.0,,,,,82,4061888.0,1,"Offers more than 600,000 square feet of large exhibit, event, and meeting space.",MTCC..jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3848971617, 43.6426845453)}"
84,83,,Montgomery's Inn,Museum,416-394-8113,,www.montgomerysinn.com/,9340380.0,,9340380.0,4709.0,Dundas St W,4709 Dundas St W,M9A 1A8,ETOBICOKE,Toronto,Montgomery's Inn,107008.0,30031177.0,4709.0,,,,558.0,,,,,83,3230370.0,3,"A museum that was once a historic home, visitors can delve into the lifestyle of a 19th century Irish farm family with access to the bedrooms, kitchen wing and much more.",MontgomerysInn.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.5256587462, 43.6516789147)}"
85,84,,MuchMusic (Bell Media Queen Street),Landmark,416-591-5757,,www.much.com,3948802.0,,3948802.0,299.0,Queen St W,299 Queen St W,M5V 2Z5,former TORONTO,Toronto,,104008.0,3948809.0,299.0,,,,4238.0,,,,,84,3079761.0,2,A Canadian television channel dedicated to engaging the youth through popular music and popular television series.,MuchMusic.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3903772807, 43.649551683)}"
86,85,,Museum of Contemporary Canadian Art (re-opening Fall 2017),Gallery,416-395-0067,,www.mocca.ca,8038152.0,,8038152.0,158.0,Sterling Rd,158 Sterling Rd,M6R 2B8,former TORONTO,Toronto,,115001.0,8038141.0,158.0,,,,4486.0,,,,,85,2100309.0,4,"A variety of original and thought-provoking exhibitions, promoting innovative art by Canadian and international artists. Over 800 artists have been featured in more than 80 exhibitions and projects.",,N,"{u'type': u'Point', u'coordinates': (-79.4459627885, 43.6545895487)}"
87,86,,Mysteriously Yours Mystery Dinner Theatre,Performing Arts,416-486-7469,,www.mysteriouslyyours.com,10430693.0,,10430693.0,2026.0,Yonge St,2026 Yonge St,M4S 1Z9,former TORONTO,Toronto,,115001.0,10430691.0,2026.0,,,,4733.0,,,,,86,2489893.0,3,Mysteriously Yours. Mystery Dinner Theatre is a murder mystery dinner theatre located in Uptown Toronto.,MysteriouslyYours.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3975329272, 43.70118421)}"
88,87,,Native Earth Performing Arts,Performing Arts,416-531-1402,,www.nativeearth.ca,30022280.0,,30022280.0,585.0,Dundas St E,585 Dundas St E,M5A 2B7,former TORONTO,Toronto,,100002.0,30025387.0,585.0,,,,3334.0,,,,,87,3217102.0,5,Native Earth Performing Arts is a theatre company devoted to the artistic expression of the Indigenous experience.,Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3619415184, 43.6600859189)}"
89,88,,Old City Hall,Landmark,311,,www.toronto.ca/old_cityhall/old_cityhall_tour.htm,8068212.0,,8068212.0,60.0,Queen St W,60 Queen St W,M5H 2M3,former TORONTO,Toronto,Old City Hall - Building Grounds,104001.0,8068215.0,60.0,,,,4238.0,,,,,88,3838088.0,1,"Old City Hall is a landmark building that was used as Toronto's second City Hall and is a great example of beautiful architecture. Today, it is used as a courthouse.",OldCityHall.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3817519808, 43.6521038651)}"
90,89,,Onsite [at] OCADU (opening September 2017),Gallery,416-977-6000,,www.ocadu.ca/exhibitions/onsite.htm,7929608.0,,7929608.0,199.0,Richmond St W,199 Richmond St W,M5V 0H4,former TORONTO,Toronto,,104008.0,14025348.0,199.0,,,,4277.0,,,,,89,2662467.0,3,Onsite [at] OCAD U provides the opportunity and space of an art gallery to exhibit students contemporary work.,OnsiteatOCADULogo.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3884089838, 43.6494177195)}"
91,90,,Ontario Science Centre,Attraction,416-696-1000,,www.ontariosciencecentre.ca,507987.0,,507987.0,770.0,Don Mills Rd,770 Don Mills Rd,M3C 1T3,NORTH YORK,Toronto,Ontario Science Centre,107010.0,445100.0,770.0,,,,100.0,,,,,90,2925984.0,1,"Home to fascinating interactive experiences with over 500 engaging exhibits, live demonstrations, IMAX films, and Torontos only public planetarium.",OntarioScienceCentre.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3381457354, 43.7164440029)}"
92,91,,Osgoode Hall,Landmark,416-947-3300,,www.osgoode.yorku.ca,14200071.0,,14200071.0,130.0,Queen St W,130 Queen St W,M5H 2N6,former TORONTO,Toronto,,115001.0,1145285.0,130.0,,,,4238.0,,,,,91,1842308.0,3,"Constructed in the 19th century, Osgoode Hall acts as the judicial landmark of Toronto, with institutions like the Ontario Court of Appeal, the Law Society of Upper Canada, and the Divisional Court of the Superior Court of Justice.",OsgoodeHall.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3849478395, 43.6516693002)}"
93,92,,Panasonic Theatre,Performing Arts,416-872-1212,,www.mirvish.com/theatres/panasonictheatre,9941951.0,,9941951.0,651.0,Yonge St,651 Yonge St,M4Y 1Z9,former TORONTO,Toronto,,115001.0,9941835.0,651.0,,,,4733.0,,,,,92,1888490.0,3,"Owned by Mirvish Productions, the Panasonic Theatre is the home of many famous theatrical productions.",PanasonicTheatre.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.385554399, 43.66811417)}"
94,93,,Papermill Theatre (at Todmorden Mills),Performing Arts,416-396-2819,,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=93221d18ed7a0410VgnVCM10000071d60f89RCRD,10833995.0,,10833995.0,67.0,Pottery Rd,67 Pottery Rd,M4K 2B9,EAST YORK,Toronto,Todmorden Mills Park,107008.0,10833994.0,67.0,,,,293.0,,,,,93,4138865.0,4,"Papermill Theatre is a recently renovated space that seats 164 and offers a retractable seating unit, two fully furnished dressing rooms and an LCD projector.",,N,"{u'type': u'Point', u'coordinates': (-79.3603340145, 43.6863612341)}"
95,94,,PawsWay Toronto (closing September 2017),Attraction,416-360-7297,,www.pawsway.ca,11226857.0,,11226857.0,245.0,Queens Quay W,245 Queens Quay W,M5J 2K9,former TORONTO,Toronto,,115001.0,14134888.0,245.0,,,,4244.0,,,,,94,1622783.0,3,"PawsWay is a unique centre dedicated to pets. The centre holds exhibits, special events and programming for pet owners and pet lovers alike.",Pawsway.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3851632809, 43.6388780141)}"
96,95,,Polson Pier,Attraction,416-469-5655,,www.polsonpier.com,9213006.0,,9213006.0,11.0,Polson St,11 Polson St,M5A 1A4,former TORONTO,Toronto,,115001.0,9213005.0,11.0,,,,4205.0,,,,,95,2756589.0,3,"Located on the water, the Polson Pier is a waterfront property that includes a drive-in cinema, patio bar, concert venues, and much more.",PolsonPier.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3547022141, 43.6410870214)}"
97,96,,Princess of Wales Theatre,Performing Arts,416-872-1212,,www.mirvish.com/theatres/princessofwalestheatre,10180377.0,,10180377.0,300.0,King St W,300 King St W,M5V 1J2,former TORONTO,Toronto,,115001.0,10180374.0,300.0,,,,3780.0,,,,,96,1701544.0,1,Owned by Mirvish Productions. The Princess of Wales Theatre opened in 1993 and is the home  of many famous theatrical productions,PrincessofWales.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3893194756, 43.6470455931)}"
98,97,,Queen Elizabeth Theatre,Performing Arts,416-461-3625,,www.queenelizabeththeatre.ca,13497595.0,,13497595.0,190.0,Princes' Blvd,190 Princes' Blvd,M6K 3C3,former TORONTO,Toronto,,107007.0,20230465.0,190.0,,,,20228.0,,,,,97,4163956.0,4,"Located at Exhibition Place, the Queen Elizabeth Theatre is an auditorium that is the venue for various entertainment events",,N,"{u'type': u'Point', u'coordinates': (-79.4213782065, 43.632728154)}"
99,98,,Queen's Park: Legislative Assembly of Ontario,Landmark,416-325-7500,,www.ontla.on.ca,8128867.0,,8128867.0,111.0,Wellesley St W,111 Wellesley St W,M7A 1A2,former TORONTO,Toronto,,115001.0,30030173.0,111.0,,,,4649.0,,,,,98,3228046.0,2,"A variety of free tour options are available all year round to visit Ontarios historic Legislative Building (iconic sandstone Richardson Romanesque style building, completed in 1893).",QueensPark.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3917587359, 43.6631265237)}"
100,99,,Randolph Academy of the Performing Arts,Performing Arts,416-263-3293,,www.randolphacademy.com,6924860.0,,6924860.0,736.0,Bathurst St,736 Bathurst St,M5S 2R4,former TORONTO,Toronto,,109001.0,6924849.0,736.0,,,,436.0,,,,,99,1515880.0,4,Over the last 20 years the Randolph Academy has trained various performers for all major theatre productions in Toronto. These shows have included Lord of the Rings and Dirty Dancing.,,N,"{u'type': u'Point', u'coordinates': (-79.4108767473, 43.6635865146)}"
101,100,,Redpath Sugar Museum,Museum,416-366-3561,,www.redpathsugar.com,8351189.0,,8351189.0,95.0,Queens Quay E,95 Queens Quay E,M5E 1A3,former TORONTO,Toronto,,115001.0,8351188.0,95.0,,,,4243.0,,,,,100,2740306.0,4,"Located inside the Redpath Refinery, the Redpath Sugar Museum is for those interested in the history of sugar, the development and the role of the Redpath family in Canada's industry sector, and much more.",Imageplaceholder.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3703978848, 43.6425484264)}"
102,101,,Ricoh Coliseum,Sports / Entertainment Venue,416-263-3900,,www.ricohcoliseum.com,13497818.0,,13497818.0,45.0,Manitoba Dr,45 Manitoba Dr,M6K 3C3,former TORONTO,Toronto,CNE Ricoh Coliseum,107007.0,30060515.0,45.0,,,,3906.0,,,,,101,3800212.0,2,"Located at Exhibition Place, the Ricoh Coliseum is home to the Toronto Marlies (American Hockey League) and concerts.",RicohColiseum.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.4150908068, 43.6357915185)}"
103,102,,Ripley's Aquarium of Canada,Attraction,647-351-3474,,www.ripleyaquariums.com/canada,30025661.0,,30025661.0,288.0,Bremner Blvd,288 Bremner Blvd,M5V 3L9,former TORONTO,Toronto,,106008.0,13975104.0,288.0,,,,11078.0,,,,,102,3212213.0,1,"Canadas largest aquarium. Interactive attractions feature over 5.7 million litres of water and more than 16,000 marine animals.",RipleysAquarium.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3860348666, 43.6423786123)}"
104,103,,Riverdale Farm,Attraction,416-392-6794,,www1.toronto.ca/wps/portal/contentonly?vgnextoid,7684079.0,,7684079.0,201.0,Winchester St,201 Winchester St,M4X 1B8,former TORONTO,Toronto,,106001.0,30098184.0,201.0,,,,4697.0,,,,,103,4240791.0,3,"On 7.5 acres, Riverdale Farm is an historic working farm with many scenic pathways and farm animals.",RiverdaleFarm.jpg,Y,"{u'type': u'Point', u'coordinates': (-79.3610523589, 43.667321126)}"
